A,B,C,D,E,F
3013,97,113,374,36278,1893
3014,474,464,323,153102,1539
3015,407,451,320,130240,1531
3016,228,270,226,51528,1147
3017,119,150,203,24157,963
3018,204,196,337,68748,1628
3019,487,521,233,113471,1132
3020,345,305,359,123855,1684
3021,344,321,358,123152,1725
3022,245,201,204,49980,985
3023,138,161,298,41124,1455
3024,75,113,209,15675,1008
3025,113,75,253,28589,1205
3026,397,419,248,98456,1126
3027,208,192,205,42640,1018
3028,194,227,250,48500,1205
3029,161,138,255,41055,1170
3030,229,252,394,90226,1924
3031,381,349,328,124968,1640
3032,27,4,228,6156,1059
3033,446,428,285,127110,1362
3034,486,522,297,144342,1459
3035,436,427,232,101152,1089
3036,332,302,305,101260,1443
3037,355,369,249,88395,1172
3038,88,106,226,19888,1107
3039,208,166,352,73216,1728
3040,2,-38,236,472,1147
3041,188,233,363,68244,1779
3042,122,172,354,43188,1769
3043,414,392,284,117576,1362
3044,490,456,392,192080,1975
3045,322,350,303,97566,1458
3046,69,59,243,16767,1205
3047,96,73,208,19968,1037
3048,468,445,205,95940,1051
3049,306,297,222,67932,1145
3050,18,-2,372,6696,1885
3051,9,-35,265,2385,1239
3052,376,327,273,102648,1374
3053,445,482,333,148185,1677
3054,390,404,290,113100,1475
3055,490,537,312,152880,1572
3056,209,249,362,75658,1833
3057,335,288,276,92460,1357
3058,399,416,261,104139,1258
3059,154,185,236,36344,1182
3060,146,134,343,50078,1656
3061,422,455,320,135040,1505
3062,294,298,329,96726,1606
3063,477,427,224,106848,1043
3064,128,109,365,46720,1707
3065,341,294,201,68541,946
3066,237,279,367,86979,1845
3067,417,384,294,122598,1460
3068,380,370,211,80180,1023
3069,40,74,288,11520,1440
3070,119,115,332,39508,1608
3071,205,251,342,70110,1629
3072,335,290,283,94805,1379
3073,230,278,296,68080,1472
3074,144,167,203,29232,998
3075,263,228,206,54178,921
3076,273,261,292,79716,1345
3077,29,61,228,6612,1172
3078,287,237,296,84952,1417
3079,493,480,272,134096,1310
3080,246,287,241,59286,1174
3081,261,259,252,65772,1140
3082,332,306,248,82336,1205
3083,269,306,211,56759,1052
3084,327,370,239,78153,1095
3085,429,405,346,148434,1752
3086,142,144,290,41180,1360
3087,245,201,348,85260,1667
3088,102,91,362,36924,1738
3089,58,74,354,20532,1667
3090,72,66,346,24912,1684
3091,483,505,335,161805,1677
3092,214,257,300,64200,1488
3093,221,245,336,74256,1590
3094,113,146,289,32657,1449
3095,134,128,383,51322,1953
3096,146,134,343,50078,1666
3097,377,415,284,107068,1401
3098,134,145,267,35778,1220
3099,238,200,292,69496,1346
3100,364,343,371,135044,1764
3101,34,-3,244,8296,1183
3102,377,420,290,109330,1339
3103,112,136,324,36288,1632
3104,265,265,311,82415,1521
3105,33,39,398,13134,1977
3106,149,160,221,32929,1078
3107,139,147,214,29746,1057
3108,65,103,208,13520,941
3109,195,157,303,59085,1549
3110,271,263,392,106232,1900
3111,91,90,338,30758,1701
3112,13,8,226,2938,1088
3113,200,188,331,66200,1687
3114,344,372,394,135536,1899
3115,368,343,309,113712,1551
3116,362,358,393,142266,2000
3117,462,417,227,104874,1137
3118,310,307,247,76570,1212
3119,58,99,226,13108,1139
3120,499,462,336,167664,1621
3121,60,91,299,17940,1455
3122,8,56,239,1912,1121
3123,272,320,235,63920,1214
3124,255,248,372,94860,1880
3125,285,260,243,69255,1152
3126,420,454,207,86940,1072
3127,449,494,307,137843,1504
3128,458,410,239,109462,1110
3129,251,230,250,62750,1254
3130,10,-7,298,2980,1396
3131,429,404,217,93093,1060
3132,119,119,291,34629,1458
3133,168,200,393,66024,1855
3134,321,363,259,83139,1232
3135,63,24,266,16758,1220
3136,481,460,282,135642,1328
3137,128,172,381,48768,1801
3138,411,405,313,128643,1469
3139,486,533,230,111780,1047
3140,83,87,342,28386,1679
3141,498,486,307,152886,1468
3142,269,224,355,95495,1690
3143,349,393,272,94928,1374
3144,65,44,377,24505,1826
3145,253,242,233,58949,1064
3146,203,179,238,48314,1171
3147,435,445,213,92655,957
3148,385,337,386,148610,1938
3149,253,277,349,88297,1753
3150,328,374,290,95120,1412
3151,458,487,373,170834,1884
3152,387,411,239,92493,1177
3153,423,374,257,108711,1255
3154,301,258,364,109564,1784
3155,83,94,384,31872,1922
3156,500,472,288,144000,1324
3157,244,251,241,58804,1239
3158,112,117,368,41216,1831
3159,422,383,271,114362,1377
3160,43,23,313,13459,1598
3161,56,62,266,14896,1344
3162,278,321,359,99802,1703
3163,190,210,202,38380,1005
3164,431,449,233,100423,1062
3165,171,152,215,36765,1003
3166,341,302,354,120714,1770
3167,480,449,322,154560,1647
3168,184,167,226,41584,1153
3169,411,383,370,152070,1762
3170,432,435,334,144288,1694
3171,410,375,357,146370,1714
3172,433,474,225,97425,1057
3173,95,81,316,30020,1494
3174,19,-19,304,5776,1560
3175,24,21,235,5640,1178
3176,44,7,374,16456,1903
3177,198,175,369,73062,1801
3178,7,16,305,2135,1495
3179,165,117,208,34320,1037
3180,370,364,400,148000,1962
3181,275,225,388,106700,1825
3182,187,208,264,49368,1310
3183,312,279,384,119808,1816
3184,71,66,294,20874,1473
3185,36,74,392,14112,1848
3186,278,231,210,58380,1006
3187,234,260,303,70902,1540
3188,133,132,351,46683,1779
3189,150,167,257,38550,1203
3190,7,-17,284,1988,1428
3191,106,113,325,34450,1663
3192,350,305,352,123200,1688
3193,24,9,223,5352,1104
3194,250,237,376,94000,1790
3195,59,63,236,13924,1204
3196,477,447,365,174105,1820
3197,344,349,303,104232,1440
3198,318,335,254,80772,1187
3199,42,83,225,9450,1010
3200,219,223,343,75117,1673
3201,56,81,281,15736,1394
3202,145,171,205,29725,978
3203,64,37,342,21888,1747
3204,185,163,326,60310,1540
3205,489,475,256,125184,1210
3206,237,188,368,87216,1774
3207,58,86,220,12760,1019
3208,289,332,230,66470,1129
3209,411,448,221,90831,1068
3210,480,488,207,99360,1074
3211,113,89,363,41019,1809
3212,56,54,338,18928,1637
3213,240,202,375,90000,1794
3214,438,445,302,132276,1390
3215,135,153,257,34695,1184
3216,291,341,247,71877,1186
3217,301,280,382,114982,1814
3218,336,310,237,79632,1152
3219,428,407,297,127116,1421
3220,260,280,218,56680,1089
3221,65,18,390,25350,1929
3222,307,317,375,115125,1783
3223,204,198,309,63036,1471
3224,447,411,358,160026,1672
3225,390,372,297,115830,1458
3226,373,419,395,147335,1872
3227,189,181,248,46872,1177
3228,214,243,331,70834,1651
3229,206,160,314,64684,1595
3230,212,257,252,53424,1197
3231,431,438,260,112060,1301
3232,344,306,208,71552,1021
3233,495,457,329,162855,1643
3234,217,228,346,75082,1753
3235,203,195,390,79170,1975
3236,256,289,339,86784,1735
3237,455,433,267,121485,1326
3238,171,160,272,46512,1338
3239,149,151,317,47233,1556
3240,124,167,251,31124,1142
3241,185,182,333,61605,1602
3242,465,471,300,139500,1405
3243,152,110,300,45600,1530
3244,157,187,219,34383,1049
3245,424,409,237,100488,1075
3246,251,262,238,59738,1098
3247,302,328,215,64930,1065
3248,14,63,336,4704,1584
3249,269,274,246,66174,1191
3250,82,33,277,22714,1394
3251,494,500,311,153634,1512
3252,139,185,359,49901,1807
3253,311,343,275,85525,1333
3254,247,291,343,84721,1670
3255,144,134,398,57312,1968
3256,24,-23,296,7104,1403
3257,111,119,322,35742,1579
3258,279,259,358,99882,1827
3259,473,515,210,99330,1074
3260,134,167,356,47704,1772
3261,160,156,291,46560,1424
3262,388,380,223,86524,1105
3263,460,482,243,111780,1247
3264,162,196,400,64800,1963
3265,350,368,316,110600,1515
3266,319,317,329,104951,1633
3267,43,68,309,13287,1525
3268,335,316,394,131990,1938
3269,329,347,279,91791,1425
3270,86,109,367,31562,1867
3271,248,211,202,50096,1041
3272,394,400,382,150508,1881
3273,305,293,238,72590,1084
3274,175,181,259,45325,1254
3275,179,174,306,54774,1412
3276,36,59,338,12168,1708
3277,139,135,240,33360,1098
3278,429,383,241,103389,1214
3279,239,270,200,47800,908
3280,243,271,364,88452,1728
3281,290,297,272,78880,1340
3282,357,343,335,119595,1582
3283,327,357,212,69324,1027
3284,161,140,274,44114,1391
3285,421,471,312,131352,1493
3286,297,340,252,74844,1259
3287,410,442,334,136940,1639
3288,174,218,271,47154,1310
3289,178,146,217,38626,966
3290,245,210,351,85995,1635
3291,60,41,396,23760,1964
3292,323,338,239,77197,1201
3293,24,67,328,7872,1591
3294,173,134,207,35811,1044
3295,44,67,268,11792,1248
3296,224,214,210,47040,1065
3297,131,143,206,26986,1058
3298,20,3,378,7560,1895
3299,289,251,301,86989,1419
3300,472,477,227,107144,1019
3301,41,75,377,15457,1900
3302,243,264,317,77031,1588
3303,375,346,311,116625,1513
3304,117,145,232,27144,1144
3305,347,349,229,79463,1176
3306,489,452,221,108069,1067
3307,364,403,266,96824,1340
3308,150,197,286,42900,1359
3309,102,113,296,30192,1367
3310,367,340,284,104228,1388
3311,436,422,259,112924,1259
3312,303,280,212,64236,1059
3313,240,290,344,82560,1673
3314,475,484,371,176225,1767
3315,385,357,231,88935,1173
3316,296,289,332,98272,1577
3317,32,-1,264,8448,1339
3318,226,246,237,53562,1067
3319,464,476,211,97904,941
3320,106,144,326,34556,1634
3321,367,416,358,131386,1782
3322,342,390,266,90972,1229
3323,341,295,370,126170,1785
3324,259,285,320,82880,1627
3325,45,67,203,9135,993
3326,124,135,288,35712,1435
3327,88,107,358,31504,1826
3328,275,305,271,74525,1258
3329,383,385,394,150902,1877
3330,491,474,262,128642,1250
3331,417,424,305,127185,1551
3332,253,303,318,80454,1491
3333,46,51,255,11730,1256
3334,55,87,307,16885,1441
3335,224,261,210,47040,1029
3336,423,419,265,112095,1290
3337,276,301,382,105432,1813
3338,433,410,357,154581,1777
3339,268,265,261,69948,1289
3340,261,219,256,66816,1252
3341,337,321,254,85598,1187
3342,202,189,237,47874,1160
3343,422,462,224,94528,1064
3344,284,297,362,102808,1700
3345,186,182,316,58776,1560
3346,83,60,336,27888,1677
3347,262,298,306,80172,1561
3348,124,143,338,41912,1680
3349,284,320,222,63048,1112
3350,30,22,326,9780,1580
3351,261,276,257,67077,1244
3352,394,429,250,98500,1220
3353,152,131,384,58368,1809
3354,120,140,268,32160,1246
3355,267,231,316,84372,1532
3356,322,306,390,125580,1837
3357,285,289,346,98610,1676
3358,17,22,353,6001,1769
3359,10,-24,292,2920,1500
3360,125,88,324,40500,1601
3361,70,91,247,17290,1212
3362,38,42,296,11248,1380
3363,179,210,379,67841,1807
3364,486,480,335,162810,1617
3365,63,91,315,19845,1482
3366,163,141,354,57702,1675
3367,247,292,354,87438,1787
3368,277,310,216,59832,1022
3369,209,180,361,75449,1796
3370,48,44,336,16128,1632
3371,39,37,286,11154,1381
3372,11,18,259,2849,1209
3373,464,459,400,185600,1947
3374,292,265,343,100156,1638
3375,255,253,398,101490,2014
3376,315,300,364,114660,1719
3377,83,103,223,18509,1040
3378,478,484,317,151526,1502
3379,401,390,302,121102,1531
3380,413,408,207,85491,975
3381,138,99,387,53406,1968
3382,249,246,399,99351,1973
3383,84,68,200,16800,901
3384,32,5,378,12096,1916
3385,478,494,362,173036,1807
3386,27,70,349,9423,1647
3387,192,222,365,70080,1829
3388,325,347,382,124150,1792
3389,439,463,217,95263,1074
3390,47,45,328,15416,1664
3391,498,535,366,182268,1837
3392,70,42,276,19320,1393
3393,264,286,379,100056,1848
3394,117,123,381,44577,1787
3395,46,46,209,9614,992
3396,239,192,396,94644,1915
3397,377,379,327,123279,1598
3398,184,206,225,41400,1126
3399,459,418,394,180846,2000
3400,135,127,383,51705,1847
3401,327,320,285,93195,1320
3402,484,528,241,116644,1216
3403,224,263,304,68096,1496
3404,77,124,252,19404,1173
3405,74,55,318,23532,1567
3406,440,487,304,133760,1436
3407,405,414,232,93960,1045
3408,185,231,282,52170,1427
3409,257,275,370,95090,1749
3410,486,484,259,125874,1190
3411,393,425,342,134406,1597
3412,410,442,290,118900,1464
3413,320,302,204,65280,935
3414,192,178,393,75456,1847
3415,492,532,208,102336,1026
3416,448,474,360,161280,1838
3417,17,22,306,5202,1536
3418,217,255,384,83328,1915
3419,442,475,350,154700,1729
3420,220,222,357,78540,1708
3421,242,281,237,57354,1189
3422,183,189,272,49776,1268
3423,491,475,323,158593,1504
3424,130,102,400,52000,1890
3425,92,110,354,32568,1799
3426,196,147,263,51548,1328
3427,315,359,255,80325,1260
3428,122,117,341,41602,1700
3429,463,446,309,143067,1558
3430,225,252,348,78300,1672
3431,48,48,245,11760,1218
3432,224,198,372,83328,1785
3433,197,177,275,54175,1263
3434,122,134,290,35380,1348
3435,25,2,344,8600,1682
3436,225,197,251,56475,1230
3437,77,56,309,23793,1442
3438,170,203,273,46410,1347
3439,128,128,223,28544,1017
3440,20,43,269,5380,1324
3441,398,419,291,115818,1370
3442,198,182,345,68310,1635
3443,82,104,364,29848,1707
3444,152,156,223,33896,1087
3445,313,325,336,105168,1579
3446,103,73,248,25544,1191
3447,321,306,327,104967,1651
3448,186,151,296,55056,1382
3449,314,323,283,88862,1371
3450,140,139,312,43680,1467
3451,386,372,273,105378,1312
3452,263,298,328,86264,1551
3453,395,376,370,146150,1877
3454,276,265,203,56028,979
3455,265,233,292,77380,1371
3456,186,217,349,64914,1754
3457,478,445,297,141966,1380
3458,131,117,271,35501,1331
3459,339,371,400,135600,1987
3460,299,267,342,102258,1750
3461,450,461,333,149850,1655
3462,252,231,246,61992,1222
3463,43,62,266,11438,1332
3464,322,340,266,85652,1219
3465,493,516,246,121278,1225
3466,338,348,285,96330,1333
3467,30,44,227,6810,1083
3468,109,131,255,27795,1202
3469,349,316,310,108190,1450
3470,468,465,274,128232,1300
3471,368,358,370,136160,1762
3472,452,430,350,158200,1741
3473,157,122,237,37209,1187
3474,72,47,337,24264,1691
3475,357,397,276,98532,1367
3476,358,368,315,112770,1560
3477,251,253,357,89607,1787
3478,18,51,361,6498,1762
3479,440,404,314,138160,1570
3480,73,110,324,23652,1641
3481,16,43,358,5728,1705
3482,392,441,308,120736,1452
3483,302,314,275,83050,1395
3484,240,238,317,76080,1481
3485,265,237,353,93545,1731
3486,393,426,285,112005,1403
3487,260,300,374,97240,1839
3488,57,104,356,20292,1725
3489,453,428,268,121404,1237
3490,455,434,298,135590,1503
3491,223,217,302,67346,1457
3492,176,177,327,57552,1561
3493,97,60,396,38412,1967
3494,8,-18,397,3176,1935
3495,75,80,336,25200,1615
3496,175,175,288,50400,1423
3497,179,156,256,45824,1318
3498,451,439,239,107789,1078
3499,378,373,292,110376,1415
3500,477,464,304,145008,1518
3501,348,354,278,96744,1299
3502,43,-3,397,17071,1983
3503,28,27,241,6748,1170
3504,429,423,271,116259,1393
3505,269,222,262,70478,1294
3506,108,144,380,41040,1870
3507,63,65,347,21861,1774
3508,61,31,217,13237,1017
3509,234,245,235,54990,1066
3510,145,128,225,32625,1079
3511,207,199,346,71622,1738
3512,52,58,201,10452,907
3513,479,483,365,174835,1763
3514,48,11,278,13344,1313
3515,316,297,366,115656,1758
3516,376,383,216,81216,1066
3517,156,191,284,44304,1409
3518,128,93,267,34176,1359
3519,137,150,250,34250,1147
3520,33,57,349,11517,1749
3521,140,104,389,54460,1883
3522,197,209,216,42552,1088
3523,367,407,215,78905,1012
3524,168,207,258,43344,1257
3525,20,24,236,4720,1132
3526,425,432,393,167025,1865
3527,69,106,306,21114,1560
3528,435,444,319,138765,1616
3529,205,184,310,63550,1567
3530,211,211,382,80602,1913
3531,312,299,235,73320,1123
3532,98,49,357,34986,1764
3533,152,160,203,30856,1037
3534,370,403,339,125430,1664
3535,267,229,374,99858,1866
3536,405,433,286,115830,1425
3537,313,354,394,123322,1968
3538,183,145,366,66978,1803
3539,302,341,252,76104,1180
3540,275,265,207,56925,1053
3541,181,152,342,61902,1688
3542,13,-15,221,2873,1095
3543,73,38,294,21462,1391
3544,57,60,205,11685,989
3545,141,116,358,50478,1698
3546,286,259,317,90662,1561
3547,364,355,224,81536,1107
3548,217,225,272,59024,1374
3549,146,185,232,33872,1178
3550,271,298,265,71815,1253
3551,319,280,278,88682,1315
3552,226,177,324,73224,1575
3553,333,372,354,117882,1692
3554,495,506,386,191070,1922
3555,64,39,352,22528,1684
3556,292,316,290,84680,1428
3557,332,341,340,112880,1648
3558,181,187,206,37286,1053
3559,220,235,379,83380,1805
3560,126,77,386,48636,1886
3561,205,184,360,73800,1709
3562,271,321,317,85907,1544
3563,449,404,225,101025,1083
3564,43,8,317,13631,1552
3565,203,218,227,46081,1068
3566,391,392,397,155227,1982
3567,460,492,237,109020,1068
3568,481,506,236,113516,1170
3569,228,239,201,45828,896
3570,33,43,386,12738,1834
3571,108,96,238,25704,1165
3572,179,174,227,40633,1073
3573,58,71,390,22620,1983
3574,215,183,305,65575,1507
3575,337,381,267,89979,1274
3576,396,423,349,138204,1660
3577,187,177,225,42075,1154
3578,13,-35,260,3380,1249
3579,436,420,247,107692,1252
3580,332,365,254,84328,1155
3581,16,-6,303,4848,1514
3582,458,411,339,155262,1704
3583,99,76,343,33957,1632
3584,500,523,294,147000,1398
3585,32,82,242,7744,1091
3586,239,206,297,70983,1490
3587,423,432,264,111672,1283
3588,465,502,271,126015,1318
3589,35,20,339,11865,1664
3590,402,382,224,90048,1091
3591,30,74,244,7320,1171
3592,391,415,268,104788,1247
3593,324,368,302,97848,1523
3594,420,413,261,109620,1286
3595,41,69,365,14965,1730
3596,294,339,205,60270,976
3597,35,4,328,11480,1631
3598,208,253,334,69472,1592
3599,312,264,296,92352,1445
3600,483,524,229,110607,1137
3601,127,152,275,34925,1413
3602,142,131,368,52256,1764
3603,489,450,272,133008,1294
3604,405,403,360,145800,1764
3605,79,61,396,31284,1976
3606,86,65,317,27262,1493
3607,493,495,349,172057,1759
3608,411,426,322,132342,1620
3609,426,409,324,138024,1582
3610,353,394,384,135552,1806
3611,62,27,285,17670,1424
3612,405,376,300,121500,1461
3613,438,472,388,169944,1923
3614,164,123,275,45100,1392
3615,246,282,208,51168,1010
3616,429,431,218,93522,1070
3617,178,187,351,62478,1702
3618,22,24,263,5786,1340
3619,179,141,315,56385,1531
3620,263,231,327,86001,1555
3621,348,374,215,74820,955
3622,371,379,391,145061,1858
3623,8,18,358,2864,1709
3624,422,453,339,143058,1592
3625,106,118,294,31164,1390
3626,150,136,214,32100,1030
3627,382,339,258,98556,1244
3628,67,104,260,17420,1241
3629,387,370,228,88236,1118
3630,485,443,242,117370,1230
3631,7,-25,310,2170,1451
3632,402,362,285,114570,1308
3633,202,236,243,49086,1180
3634,357,321,394,140658,1905
3635,234,255,332,77688,1678
3636,468,425,369,172692,1751
3637,88,48,379,33352,1894
3638,392,385,254,99568,1156
3639,473,476,209,98857,932
3640,174,126,360,62640,1807
3641,459,452,251,115209,1273
3642,402,442,305,122610,1464
3643,166,135,334,55444,1591
3644,352,329,200,70400,1016
3645,240,201,296,71040,1398
3646,113,80,308,34804,1440
3647,456,419,355,161880,1738
3648,112,132,202,22624,1025
3649,1,17,263,263,1261
3650,102,104,323,32946,1570
3651,269,310,208,55952,977
3652,446,466,255,113730,1286
3653,137,157,280,38360,1383
3654,128,144,339,43392,1686
3655,424,401,317,134408,1499
3656,92,84,285,26220,1408
3657,491,491,312,153192,1455
3658,53,56,282,14946,1304
3659,482,443,389,187498,1825
3660,467,436,244,113948,1140
3661,167,134,336,56112,1667
3662,432,405,334,144288,1706
3663,362,314,288,104256,1468
3664,3,26,232,696,1088
3665,15,-31,287,4305,1428
3666,500,480,356,178000,1679
3667,444,454,231,102564,1167
3668,392,377,292,114464,1466
3669,267,301,385,102795,1901
3670,309,326,297,91773,1456
3671,347,355,363,125961,1745
3672,323,337,297,95931,1503
3673,461,502,340,156740,1637
3674,361,366,263,94943,1218
3675,196,167,217,42532,1105
3676,410,449,246,100860,1179
3677,455,462,313,142415,1479
3678,249,234,395,98355,2004
3679,157,196,382,59974,1791
3680,224,233,282,63168,1352
3681,379,395,305,115595,1556
3682,487,511,282,137334,1294
3683,305,274,381,116205,1901
3684,386,430,279,107694,1368
3685,129,142,301,38829,1532
3686,282,329,304,85728,1477
3687,237,226,304,72048,1507
3688,4,48,370,1480,1792
3689,107,125,202,21614,987
3690,467,484,299,139633,1520
3691,36,60,268,9648,1304
3692,144,139,377,54288,1773
3693,234,261,380,88920,1875
3694,448,498,256,114688,1232
3695,201,248,382,76782,1866
3696,428,401,364,155792,1751
3697,460,430,273,125580,1360
3698,239,248,291,69549,1468
3699,430,436,243,104490,1137
3700,415,449,221,91715,990
